epoch,accuracy,loss,val_accuracy,val_loss
31,0.8615384697914124,0.3837914764881134,0.9298245906829834,0.3274805545806885
32,0.8637362718582153,0.375739723443985,0.9298245906829834,0.32127052545547485
33,0.8725274801254272,0.3660253584384918,0.9298245906829834,0.3146054148674011
34,0.892307698726654,0.360026091337204,0.9298245906829834,0.3065190315246582
35,0.8901098966598511,0.35306084156036377,0.9385964870452881,0.29958489537239075
36,0.898901104927063,0.3448861837387085,0.9385964870452881,0.2917662560939789
37,0.898901104927063,0.3382994532585144,0.9298245906829834,0.2835009694099426
38,0.8879120945930481,0.32769760489463806,0.9385964870452881,0.27786484360694885
39,0.9076923131942749,0.31764084100723267,0.9385964870452881,0.2718023657798767
40,0.898901104927063,0.3169502019882202,0.9385964870452881,0.2643175423145294
41,0.892307698726654,0.3064191937446594,0.9473684430122375,0.25871017575263977
42,0.8879120945930481,0.307242214679718,0.9385964870452881,0.25297117233276367
43,0.9142857193946838,0.2876602113246918,0.9385964870452881,0.24965740740299225
44,0.8879120945930481,0.3005375266075134,0.9385964870452881,0.24541087448596954
45,0.8901098966598511,0.2938261330127716,0.9385964870452881,0.23970380425453186
46,0.8879120945930481,0.2929057776927948,0.9473684430122375,0.23443418741226196
47,0.901098906993866,0.2842947840690613,0.9473684430122375,0.2298356294631958
48,0.8901098966598511,0.29003995656967163,0.9473684430122375,0.2259092628955841
49,0.9098901152610779,0.27426213026046753,0.9561403393745422,0.22238726913928986
50,0.9054945111274719,0.27598416805267334,0.9473684430122375,0.21893616020679474
51,0.9208791255950928,0.26219555735588074,0.9473684430122375,0.21532468497753143
52,0.9098901152610779,0.2655995488166809,0.9473684430122375,0.21170641481876373
53,0.9054945111274719,0.25574296712875366,0.9561403393745422,0.20827516913414001
54,0.9054945111274719,0.26677507162094116,0.9473684430122375,0.2051246017217636
55,0.8879120945930481,0.2641674876213074,0.9473684430122375,0.20258887112140656
56,0.9208791255950928,0.24727925658226013,0.9473684430122375,0.19985651969909668
57,0.9054945111274719,0.2549341917037964,0.9473684430122375,0.1961950957775116
58,0.9054945111274719,0.2593836188316345,0.9473684430122375,0.19404761493206024
59,0.9054945111274719,0.2505762577056885,0.9561403393745422,0.19212912023067474
60,0.9186813235282898,0.24360594153404236,0.9561403393745422,0.18880103528499603
61,0.9164835214614868,0.22558537125587463,0.9561403393745422,0.18633517622947693
62,0.9186813235282898,0.243505597114563,0.9473684430122375,0.1847105473279953
63,0.9142857193946838,0.24145124852657318,0.9561403393745422,0.18214930593967438
64,0.9318681359291077,0.23345641791820526,0.9561403393745422,0.17999447882175446
65,0.9120879173278809,0.22841978073120117,0.9561403393745422,0.17792004346847534
66,0.9120879173278809,0.23479847609996796,0.9561403393745422,0.17533555626869202
67,0.9208791255950928,0.23156310617923737,0.9473684430122375,0.17357543110847473
68,0.9340659379959106,0.21069058775901794,0.9473684430122375,0.17154265940189362
69,0.9164835214614868,0.2237118035554886,0.9473684430122375,0.169107586145401
70,0.9186813235282898,0.21353642642498016,0.9473684430122375,0.16721992194652557
71,0.9252747297286987,0.22341889142990112,0.9473684430122375,0.16528117656707764
72,0.9230769276618958,0.2184002846479416,0.9473684430122375,0.16373856365680695
73,0.9274725317955017,0.20628967881202698,0.9473684430122375,0.16167627274990082
74,0.9142857193946838,0.20307657122612,0.9473684430122375,0.15990853309631348
75,0.9318681359291077,0.20465290546417236,0.9649122953414917,0.1588149219751358
76,0.9274725317955017,0.20924225449562073,0.9736841917037964,0.15770266950130463
77,0.9340659379959106,0.20372675359249115,0.9561403393745422,0.15560132265090942
78,0.9208791255950928,0.20835518836975098,0.9649122953414917,0.15450383722782135
79,0.9318681359291077,0.20638445019721985,0.9561403393745422,0.15290005505084991
80,0.9252747297286987,0.20595309138298035,0.9561403393745422,0.15144453942775726
81,0.9318681359291077,0.19848187267780304,0.9561403393745422,0.1503915935754776
82,0.9318681359291077,0.19901886582374573,0.9561403393745422,0.1486562043428421
83,0.9274725317955017,0.18724565207958221,0.9561403393745422,0.14698189496994019
84,0.9318681359291077,0.19173040986061096,0.9561403393745422,0.14516544342041016
85,0.9274725317955017,0.1907312422990799,0.9649122953414917,0.1440548449754715
86,0.9208791255950928,0.20515987277030945,0.9649122953414917,0.1431315541267395
87,0.9274725317955017,0.1969684213399887,0.9649122953414917,0.14222456514835358
88,0.9472527503967285,0.18233634531497955,0.9473684430122375,0.1414327472448349
89,0.9318681359291077,0.1883341521024704,0.9736841917037964,0.14007458090782166
90,0.9230769276618958,0.18405355513095856,0.9649122953414917,0.1388666331768036
91,0.9252747297286987,0.1779058426618576,0.9649122953414917,0.13763754069805145
92,0.9428571462631226,0.1745772659778595,0.9649122953414917,0.13607913255691528
93,0.9318681359291077,0.18411189317703247,0.9649122953414917,0.13487008213996887
94,0.9318681359291077,0.1821790486574173,0.9649122953414917,0.13413174450397491
95,0.9296703338623047,0.17774078249931335,0.9649122953414917,0.13292910158634186
96,0.9252747297286987,0.1837969571352005,0.9649122953414917,0.13241270184516907
97,0.9450549483299255,0.1720903515815735,0.9649122953414917,0.13101062178611755
98,0.9472527503967285,0.17264418303966522,0.9649122953414917,0.12957246601581573
99,0.9406593441963196,0.16901692748069763,0.9649122953414917,0.12845389544963837
